"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:5NhG0ST0WkZQ6G08DhPpTT","Hold On","spotify:artist:4lDXfIznmGueBgTjI3qGUX, spotify:artist:0XjUzkpgj8t1MnxhROumUe","Møme, Dylan Wright","spotify:album:0HLgfzY2myeWL0PexR0s38","Panorama","spotify:artist:4lDXfIznmGueBgTjI3qGUX","Møme","2016-11-25","https://i.scdn.co/image/ab67616d0000b273b465ec29754792cf5f26e2cc","1","5","176173","","false","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:6t1ahr2f1t9iSjjNFwFb4C","Jungle","spotify:artist:6zVFRTB0Y1whWyH7ZNmywf","Tash Sultana","spotify:album:7JV505O1I9Sc3uHtFEFtkf","Notion","spotify:artist:6zVFRTB0Y1whWyH7ZNmywf","Tash Sultana","2017-03-01","https://i.scdn.co/image/ab67616d0000b273aab3ca4ee8519fe68dc8427d","1","4","315602","https://p.scdn.co/mp3-preview/827a90b01f690bd2e43d606229e42ddd1419aed2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:5XYbKuj63oek5NSHfql9CU","DGAF","spotify:artist:2inX1svE5swPuIBIJdrFyo, spotify:artist:1wxPItEzr7U7rGSMPqZ25r","Noah Slee, Shiloh Dynasty","spotify:album:61qL3Ei9vLdSniYLORB94N","Otherland","spotify:artist:2inX1svE5swPuIBIJdrFyo","Noah Slee","2017-08-25","https://i.scdn.co/image/ab67616d0000b2730c66981dde1d210de6c6a98d","1","10","196640","","false","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:0dcuGoAIPAT7OrP5CGSVBA","Leftovers","spotify:artist:3EOEK57CV77D4ovYVcmiyt","Dennis Lloyd","spotify:album:5hEA2JEelMkPjLR9dIT4U0","Leftovers","spotify:artist:3EOEK57CV77D4ovYVcmiyt","Dennis Lloyd","2017-01-15","https://i.scdn.co/image/ab67616d0000b2731c1118188c860f9bfeafe27c","1","1","192628","https://p.scdn.co/mp3-preview/f5ce606aa82303bece55faac357f0ca398a9e1c6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:19LXhmESLLMBb6bUJC02uR","Amsterdam","spotify:artist:0Ism1B2cF9NxpXAwdUCkxK, spotify:artist:68eE2HHE6By6hOsOcsArcp","Mungo's Hi Fi, Eva Lazarus","spotify:album:3WVrgqUT8NWgAuicUPcKt0","Amsterdam","spotify:artist:0Ism1B2cF9NxpXAwdUCkxK, spotify:artist:68eE2HHE6By6hOsOcsArcp","Mungo's Hi Fi, Eva Lazarus","2017-08-04","https://i.scdn.co/image/ab67616d0000b273be540c994d6b21667167de1f","1","1","238176","https://p.scdn.co/mp3-preview/37c16bef5a7c40a67a87b9b41cffc8369829250e?cid=9950ac751e34487dbbe027c4fd7f8e99","true","42","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:13C3vlHlCJVkYbBsqcTs2f","Perfect Match","spotify:artist:5ccNaPP5XN6y3hs24uIZz1","Wilderness Crew","spotify:album:2iSzdDa4tul0bni8e2FkYT","Wilderness Crew","spotify:artist:5ccNaPP5XN6y3hs24uIZz1","Wilderness Crew","2008-05-06","https://i.scdn.co/image/ab67616d0000b273c7542585a9e24934747692fb","1","1","194000","https://p.scdn.co/mp3-preview/5063b5f6bdd07f9fd98f622baa1ae1c0eaf17aa3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:0MInoMo8EitTC4eqqeobvZ","The Way I Are - OIJ Remix","spotify:artist:37fzXndf2fxVrk7qarhyo0, spotify:artist:5oTqNNQVXujRDATfLaKhVG, spotify:artist:4wdK3zLMWPQK6CD0dpHh8F","Leo Stannard, OIJ, Carmody","spotify:album:4VvjptRX8kgsEtoy46H3HE","The Way I Are (OIJ Remix)","spotify:artist:37fzXndf2fxVrk7qarhyo0, spotify:artist:5oTqNNQVXujRDATfLaKhVG, spotify:artist:4wdK3zLMWPQK6CD0dpHh8F","Leo Stannard, OIJ, Carmody","2017-03-17","https://i.scdn.co/image/ab67616d0000b273dc969266c89023b80ce3af41","1","1","172626","https://p.scdn.co/mp3-preview/05450bd29586cc92ae596e52f2c586a7efd61b1d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:64KlfkEC9FC8ZOVEpdvZ3v","Free","spotify:artist:0wNuUG1alVKXEEiwEypprs","Cam Meekins","spotify:album:7JWNLYFd92DjqtjGN7N873","Free","spotify:artist:0wNuUG1alVKXEEiwEypprs","Cam Meekins","2017-07-27","https://i.scdn.co/image/ab67616d0000b27378863f37882ead57ce3fa80a","1","1","243617","https://p.scdn.co/mp3-preview/30c8529bb1a9c9f5dbf104064a00449370611fd3?cid=9950ac751e34487dbbe027c4fd7f8e99","true","19","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:6yIUWcSPpZX7ftkHqe0Lii","Kein Liebeslied","spotify:artist:0MZ55DwuMQ1B2TXq9lcrE4","Kraftklub","spotify:album:3f48kV1gGqmwGYae1bYgU9","Mit K","spotify:artist:0MZ55DwuMQ1B2TXq9lcrE4","Kraftklub","2012-01-01","https://i.scdn.co/image/ab67616d0000b2731e7790e5b09c42c3f5948719","1","8","258360","https://p.scdn.co/mp3-preview/4874b47c139ace56276aec6d219814a60f9edab2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:2kyGKr6eKsL9Qb4Bz5vnyW","Somebody to Love","spotify:artist:1gUi2utSbJLNPddYENJAp4","Abhi The Nomad","spotify:album:2VUQqoidYmxkh5JdWcthcV","Somebody to Love","spotify:artist:1gUi2utSbJLNPddYENJAp4","Abhi The Nomad","2017-06-23","https://i.scdn.co/image/ab67616d0000b273b05480f98b0bc4c45e8ef276","1","1","250000","https://p.scdn.co/mp3-preview/6e0d685492bb4547d4d5d54a45be8d29c4bc5ad2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:3l75jB2gKi4VpgklWIbTOz","Sunday Vibes","spotify:artist:3ycxRkcZ67ALN3GQJ57Vig, spotify:artist:62vbsDRAq0qHdezaCOzB0T","Masego, Medasin","spotify:album:3efpx8tZjv4jOqmQPH6Myn","The Pink Polo EP","spotify:artist:3ycxRkcZ67ALN3GQJ57Vig, spotify:artist:62vbsDRAq0qHdezaCOzB0T","Masego, Medasin","2016-04-05","https://i.scdn.co/image/ab67616d0000b273590aab661dbd0f2df2707188","1","6","226168","https://p.scdn.co/mp3-preview/9c6e1183474c7da10112e2c05ed4ffe35a777bce?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:1dlD3NDEvVrkqvhjHVOsdg","The Nosebleed Section","spotify:artist:7dlqUnjoF2U2DkNDMhcgG4","Hilltop Hoods","spotify:album:4lqBhX1tT4SEzJtwz8XY8i","The Nosebleed Section","spotify:artist:7dlqUnjoF2U2DkNDMhcgG4","Hilltop Hoods","2016-01-22","https://i.scdn.co/image/ab67616d0000b273ad7f7a3c76c061178a6bbef2","1","1","219640","","true","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:7KtB8hfz8uH2BFC7ua1cNr","3 Foot Tall","spotify:artist:7t6GsqGAwrj1kwYbvNX0hN","Classified","spotify:album:4Phezdn3RFjMqPeoHlr8BE","Classified","spotify:artist:7t6GsqGAwrj1kwYbvNX0hN","Classified","2014-09-30","https://i.scdn.co/image/ab67616d0000b273414526b9c3bd76ba21cd2365","1","2","220946","https://p.scdn.co/mp3-preview/245ee4c34d6c8a7ef6dd819385be8b351c977fce?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:5V1AHQugSTASVez5ffJtFo","Let It Be - Remastered","spotify:artist:3WrFJ7ztbogyGnTHbHJFl2","The Beatles","spotify:album:2pCqZLeavM2BMovJXsJEIV","Let It Be (Remastered)","spotify:artist:3WrFJ7ztbogyGnTHbHJFl2","The Beatles","1970-05-08","https://i.scdn.co/image/ab67616d0000b273a9bfc3a64366fa2ad89467a3","1","6","243026","","false","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:3CRnA1WqtVl4TdS2zv0etr","Act I: We Both Go Down","spotify:artist:3EOEK57CV77D4ovYVcmiyt","Dennis Lloyd","spotify:album:1HJ8DKRsnpxWTSwqVOU4TJ","Acts & Results","spotify:artist:3EOEK57CV77D4ovYVcmiyt","Dennis Lloyd","2016-06-17","https://i.scdn.co/image/ab67616d0000b27300e1ee6f85418ed08c7e0d03","1","1","175517","https://p.scdn.co/mp3-preview/92a97379e017a64d739927a9d9baec0df0af8188?cid=9950ac751e34487dbbe027c4fd7f8e99","true","44","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:5JSNBytH7OXAelKIfvaS7R","Flashback","spotify:artist:32lo0J8u6KZJTwBOIBrdYS","Fat Freddy's Drop","spotify:album:72Bb08DkLMewuOlfRtiQpp","Based on a True Story","spotify:artist:32lo0J8u6KZJTwBOIBrdYS","Fat Freddy's Drop","2005","https://i.scdn.co/image/ab67616d0000b2736e7ce1eb08add47537aeae2c","1","6","391186","","false","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:5kc6erfW0v4PtsBtRJpf0Z","Skyline","spotify:artist:2FwDTncULUnmANIh7qKa5z","FKJ","spotify:album:0jJ7mMkCkTe7p9EJgSRxgi","French Kiwi Juice","spotify:artist:2FwDTncULUnmANIh7qKa5z","FKJ","2017-03-02","https://i.scdn.co/image/ab67616d0000b273b9fe968166411b66df1e69fd","1","2","249847","https://p.scdn.co/mp3-preview/e608cc6207e7ce53410d6c35200dd4fd6d2dee62?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:0YzLyr9resZQQdfLu61PeW","Ernten was wir säen","spotify:artist:748dDObrUoBetes0pLj788","Die Fantastischen Vier","spotify:album:4lSN5UsKmW6dpJMi4kaCzR","Fornika - Jubiläums-Edition","spotify:artist:748dDObrUoBetes0pLj788","Die Fantastischen Vier","2007","https://i.scdn.co/image/ab67616d0000b2738b396ce051bcb2af80707497","1","2","253813","https://p.scdn.co/mp3-preview/b2cae585bf39e992ebb3e97d81b1fd420f62102d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:4zOTRYXxT8lgyhj569q52I","For Real","spotify:artist:4OSArit7O2Jaj4mgf3YN7A","Mallrat","spotify:album:6wBOwwr0BvEA7kQPfOIcVE","For Real","spotify:artist:4OSArit7O2Jaj4mgf3YN7A","Mallrat","2016-09-02","https://i.scdn.co/image/ab67616d0000b273730e8e252a17156a081178a3","1","1","190948","","false","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:7AWZvcyaSBxRzaBJcHf9XL","Day 1 ◑","spotify:artist:0Vw76uk7P8yVtTClWyOhac","HONNE","spotify:album:0AdK42Y4zgz2SmtlgKWNwv","Day 1 ◑ / Sometimes ◐","spotify:artist:0Vw76uk7P8yVtTClWyOhac","HONNE","2018-03-29","https://i.scdn.co/image/ab67616d0000b2735d633b44206b137791c900ae","1","1","233600","","false","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:1rEVYOEfQRHTCTU0UaeKwt","Gelernt","spotify:artist:4uJ0Z35toYgdlrDGF4eFY2, spotify:artist:4Y7wUypNxLefo23dQexEFV","Käptn Peng, Die Tentakel von Delphi","spotify:album:1KPrzlaKozFUOMrDv7AH7Z","Das nullte Kapitel","spotify:artist:4uJ0Z35toYgdlrDGF4eFY2, spotify:artist:4Y7wUypNxLefo23dQexEFV","Käptn Peng, Die Tentakel von Delphi","2017-05-19","https://i.scdn.co/image/ab67616d0000b2731f0ca42352e23b6575e8735e","1","13","201030","https://p.scdn.co/mp3-preview/e608fdbc08e84f00bbb225bf17098f1e87bf863b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:5mhGGZFEUFhNYAfx05ziBz","Swim","spotify:artist:1T2WeXEi0XlZiPpjjDAY0L, spotify:artist:1s9CZWvJiTtwfhs1WevDDA","Her, Zefire","spotify:album:2MutMOCKu73XcQEBXHZMI6","Her Tape #2","spotify:artist:1T2WeXEi0XlZiPpjjDAY0L","Her","2017-04-07","https://i.scdn.co/image/ab67616d0000b273fda26b1ae4505b29d077e8c8","1","6","209755","","false","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:7gARZ2i5u5DHC1b1n1fML5","Breezeblocks","spotify:artist:3XHO7cRUPCLOr6jwp8vsx5","alt-J","spotify:album:7HOzvP7Ta2lLueojdlJtdZ","An Awesome Wave","spotify:artist:3XHO7cRUPCLOr6jwp8vsx5","alt-J","2012-05-28","https://i.scdn.co/image/ab67616d0000b273d381b6e0d9ffb31c47080079","1","4","227080","","false","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:17txou7v6Jxrwm4SGBKdBu","Her Life","spotify:artist:5sWHDYs0csV6RS48xBl0tH","Two Feet","spotify:album:1IH1Oz8jD4hyN3eg8aHdjv","First Steps","spotify:artist:5sWHDYs0csV6RS48xBl0tH","Two Feet","2016-07-29","https://i.scdn.co/image/ab67616d0000b27306b2933a7b28862fe28b6d0c","1","2","168000","","true","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:0t6iHdyMs5jFQBgSFXDQFp","Liste","spotify:artist:3OYM3jjPVR60kOqmamRRgk","Prinz Pi","spotify:album:5ychJJ8YoaOtiCGv8HElAP","Nichts war umsonst","spotify:artist:3OYM3jjPVR60kOqmamRRgk","Prinz Pi","2017-11-03","https://i.scdn.co/image/ab67616d0000b273a71cb434e5512abfbb89a9f9","1","9","192106","https://p.scdn.co/mp3-preview/0474364e78f6b9f81a649b030577b3b06e6f4098?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:1m4Q4BxRmuRHOCVsesAHTH","Analyzing","spotify:artist:3EOEK57CV77D4ovYVcmiyt","Dennis Lloyd","spotify:album:79IlQPVcrCAML1KOP58SAW","Analyzing","spotify:artist:3EOEK57CV77D4ovYVcmiyt","Dennis Lloyd","2016-12-11","https://i.scdn.co/image/ab67616d0000b27326fb0f4ef765c375ee294ea4","1","1","181447","https://p.scdn.co/mp3-preview/a63b7bb0cd9fa3fbdc752b45573b2b01fe461cfc?cid=9950ac751e34487dbbe027c4fd7f8e99","true","45","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:3H7sv3Krffn15BufUuXzf3","Hey Jude - Remastered 2015","spotify:artist:3WrFJ7ztbogyGnTHbHJFl2","The Beatles","spotify:album:5ju5Ouzan3QwXqQt1Tihbh","1 (Remastered)","spotify:artist:3WrFJ7ztbogyGnTHbHJFl2","The Beatles","2000-11-13","https://i.scdn.co/image/ab67616d0000b27319377f120c3607bb1a90c106","1","21","425653","","false","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:1J8ajOAp9l5Sz6RhCgubDQ","Sympathique","spotify:artist:6KyUat70qaniuiZq63HzFZ","Pink Martini","spotify:album:28hkg1fWiXhDcMZPxZ3XFG","Sympathique","spotify:artist:6KyUat70qaniuiZq63HzFZ","Pink Martini","1999-04-20","https://i.scdn.co/image/ab67616d0000b273a8434d9bc74cbdc9ef137df9","1","3","170880","","false","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:1b3DCnwkxeL75NdjEY7shK","Ghetto Walkin'","spotify:artist:0kbYTNQb4Pb1rPbbaF0pT4, spotify:artist:5cM1PvItlR21WUyBnsdMcn, spotify:artist:4jCbgl5Dmt3uOh8WRQfpPs","Miles Davis, Robert Glasper, Bilal","spotify:album:0DI27qIRQRFkXrMvHxj9yh","Everything's Beautiful","spotify:artist:0kbYTNQb4Pb1rPbbaF0pT4, spotify:artist:5cM1PvItlR21WUyBnsdMcn","Miles Davis, Robert Glasper","2016-05-27","https://i.scdn.co/image/ab67616d0000b2739883e7842775fc3401d77e14","1","2","222800","https://p.scdn.co/mp3-preview/4f6aba85c067a57c086f6d06d42e00beac813502?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:70xptO1ENLFnWomwnQE57h","Chantal","spotify:artist:4VN0CM9QYQRvgIQyZJF9Ym","228k","spotify:album:3JrCoMxmH6Gns47pO7uiMa","Chantal","spotify:artist:4VN0CM9QYQRvgIQyZJF9Ym","228k","2017-03-10","https://i.scdn.co/image/ab67616d0000b2739ee71f19e33a8ac8c80badf0","1","1","212297","","false","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:5r2BRFdyhYXwScpB6S6ro3","Coastal Love","spotify:artist:0Vw76uk7P8yVtTClWyOhac","HONNE","spotify:album:2gxS8bs2AdqjkDjqukXron","Coastal Love","spotify:artist:0Vw76uk7P8yVtTClWyOhac","HONNE","2015-03-24","https://i.scdn.co/image/ab67616d0000b2735a825c1d04b232a7dd91a544","1","1","245456","https://p.scdn.co/mp3-preview/88565bbd3c91b1d312a5bcc0b70b9cb0c89e3419?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:2m6knc5tEfzVYwGY6GlCPm","Molasses","spotify:artist:43JlwunhXm1oqdKyOa2Z9Y","Hiatus Kaiyote","spotify:album:3qzmmmRmVBiOuMvrerfW4z","Choose Your Weapon","spotify:artist:43JlwunhXm1oqdKyOa2Z9Y","Hiatus Kaiyote","2015-05-01","https://i.scdn.co/image/ab67616d0000b27365c29c4a590e9e9b03467c5a","1","17","289480","https://p.scdn.co/mp3-preview/07512c17fe162c404bd3fa7366ff1e6d461b3966?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:5EjBqevtystTt1VvCZ2E7L","Baltimore (County Line)","spotify:artist:6fxk3UXHTFYET8qCT9WlBF","Kevin Morby","spotify:album:5Qpm6AtaR0Sk0Kkt6C6BiU","Baltimore (Sky At Night) b/w Baltimore (County Line)","spotify:artist:6fxk3UXHTFYET8qCT9WlBF","Kevin Morby","2017-10-25","https://i.scdn.co/image/ab67616d0000b2734398a7cbe9cfc2195c1ac56e","1","2","266253","","false","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:7htPCrIcVLWGreSO0qYT55","I've Been Dreaming","spotify:artist:33B8YdHEKqpNbbKVkQueoF","Konoba","spotify:album:1oSXnydGVvR1pLRKoq3afg","Colours & Shapes","spotify:artist:33B8YdHEKqpNbbKVkQueoF","Konoba","2013-03-07","https://i.scdn.co/image/ab67616d0000b273762fe8aee8b35e236d6e3d1d","1","2","245798","","false","0","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:53l4LGUeZKCDZI1u25kQDN","Sugah Daddy","spotify:artist:336vr2M3Va0FjyvB55lJEd","D'Angelo","spotify:album:5Hfbag0SsHxafx1SySFSX6","Black Messiah","spotify:artist:336vr2M3Va0FjyvB55lJEd","D'Angelo","2014-12-15","https://i.scdn.co/image/ab67616d0000b2735fb07fa92d5d658edadf053a","1","4","302840","https://p.scdn.co/mp3-preview/76692f956c40513197173e32aa5cd603ba1d1a84?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","spotify:user:","2018-12-24T12:43:36Z"
"spotify:track:4IYNzoZ63Am2XYkxMFXsN7","Meine Gang (Bang Bang)","spotify:artist:3utZ2yeQk0Z3BCOBWP7Vlu, spotify:artist:383SVV0agxDRv1X2dKHsUb","CRO, Danju","spotify:album:2dgMNhMRwHj3K2zb1tDy0U","Melodie","spotify:artist:3utZ2yeQk0Z3BCOBWP7Vlu","CRO","2014-06-06","https://i.scdn.co/image/ab67616d0000b273a9a40262d12da7729ca2deab","1","2","241298","https://p.scdn.co/mp3-preview/4fee0c23d092bfb0a00dc2c6adb8cbb8c0319701?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","spotify:user:","2018-12-24T12:43:36Z"
