"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:4Ow7u8d3wrJH0YHkLvW7kH","Niemand","spotify:artist:2DysK49GjODUdRupTMZrfb","Schmyt","spotify:album:6BxBjZ0rYsWs1JXi0R6WDi","Niemand","spotify:artist:2DysK49GjODUdRupTMZrfb","Schmyt","2020-04-17","https://i.scdn.co/image/ab67616d0000b27395ac141a8b7bac5be8435a39","1","1","193693","https://p.scdn.co/mp3-preview/abf4f731f79f76397328eb9f35782cc65b39336f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:3cOK7STaGJNeQseiu1ogKn","Gift","spotify:artist:2DysK49GjODUdRupTMZrfb, spotify:artist:18ISxWwWjV6rPLoVCXf1dz","Schmyt, RIN","spotify:album:3kxEljkaGLjFx0nupBLgy2","Gift","spotify:artist:2DysK49GjODUdRupTMZrfb, spotify:artist:18ISxWwWjV6rPLoVCXf1dz","Schmyt, RIN","2021-04-01","https://i.scdn.co/image/ab67616d0000b2730740cbbda75f75245a75003c","1","1","176045","","false","3","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:7eqoqGkKwgOaWNNHx90uEZ","Nights","spotify:artist:2h93pZq0e7k5yf4dywlkpM","Frank Ocean","spotify:album:3mH6qwIy9crq0I9YQbOuDf","Blonde","spotify:artist:2h93pZq0e7k5yf4dywlkpM","Frank Ocean","2016-08-20","https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526","1","9","307151","https://p.scdn.co/mp3-preview/c714ddeded011a51a83255cae76419e7545ead49?cid=9950ac751e34487dbbe027c4fd7f8e99","true","80","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:31LahFauxHfQzlP6UazsIq","La fête noire","spotify:artist:5PyU5aVBI66v0pkCIvEJfu","Flavien Berger","spotify:album:1803b0UbnM2mJ1kIXA0X9d","Léviathan","spotify:artist:5PyU5aVBI66v0pkCIvEJfu","Flavien Berger","2015-04-20","https://i.scdn.co/image/ab67616d0000b273454487efbe3c8fd72cad3ce8","1","3","364333","","false","3","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:1GO5INaTsHxBZ77Mlk755E","Perspectives","spotify:artist:6aEgar707cpB5zzGyZlyRv","orbit","spotify:album:5bcJJGn400gxmNwBbJXTts","Perspectives","spotify:artist:6aEgar707cpB5zzGyZlyRv","orbit","2020-02-20","https://i.scdn.co/image/ab67616d0000b2738e8dae836c5de96e3036e1aa","1","1","223000","https://p.scdn.co/mp3-preview/17d47b2274fb28cf501221d981a525d6d221af0d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:7lIHWW8BnJgMkArK2yDva7","Bessa Bessa","spotify:artist:7EJwrZYRepsc1zHNkDcITg","Die Orsons","spotify:album:4Upvf8VS7JOk39R81RVeZw","Orsons Island","spotify:artist:7EJwrZYRepsc1zHNkDcITg","Die Orsons","2019-08-02","https://i.scdn.co/image/ab67616d0000b273626e022a3a9ccb8619ef5901","1","12","169910","https://p.scdn.co/mp3-preview/67ff0bf80769d83e25e8da975166ffde27120ecd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:6ldrglMzTmoBHvdY3r7Bds","Hurt","spotify:artist:6Fi8CHfO8WGtu3yO8c2Mc4","2CELLOS","spotify:album:6Tfa58cXgknGKAfHlshaiZ","2Cellos","spotify:artist:6Fi8CHfO8WGtu3yO8c2Mc4","2CELLOS","2011-06-10","https://i.scdn.co/image/ab67616d0000b27317e87bd1883b554c7bb511b1","1","7","269613","https://p.scdn.co/mp3-preview/75dab3d0cf67d0b5c0952c62dbb8ea17c0eda6e0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:159xHPF9XxKuMWEsB9Pg5W","Daydream in Blue - BBC Radio 2 Session","spotify:artist:1CcPlAmcnJjC4FnaPVzv2v","I Monster","spotify:album:4RAlsMJW7zkbeaKR6ZtxSN","Dear John EP","spotify:artist:1CcPlAmcnJjC4FnaPVzv2v","I Monster","2009-11-02","https://i.scdn.co/image/ab67616d0000b27341c0cc9c3543c102ba125251","1","2","238737","https://p.scdn.co/mp3-preview/9b7b7e34d087f2ebbf59bc9179ccc02acc01f732?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:22XKrkW2HeaLlxNDQs14iG","1000 Hits","spotify:artist:4sVieJlKgpZ2k9ESNS5IdN, spotify:artist:3utZ2yeQk0Z3BCOBWP7Vlu","Jamule, CRO","spotify:album:5QR4fOQ71sjNDxxPFc1rf0","1000 Hits","spotify:artist:4sVieJlKgpZ2k9ESNS5IdN, spotify:artist:3utZ2yeQk0Z3BCOBWP7Vlu","Jamule, CRO","2019-10-31","https://i.scdn.co/image/ab67616d0000b2737faab576e4fbc4fd31873c51","1","1","156533","https://p.scdn.co/mp3-preview/fd73b824322b4d64b44995f22d9f488e579cdd76?cid=9950ac751e34487dbbe027c4fd7f8e99","true","54","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:2BMw5cf2Z0oIDLQpdOY38B","Océan rouge","spotify:artist:5PyU5aVBI66v0pkCIvEJfu","Flavien Berger","spotify:album:7igU96MC1sPPrY1rtxQYMI","Mars balnéaire","spotify:artist:5PyU5aVBI66v0pkCIvEJfu","Flavien Berger","2014-06-23","https://i.scdn.co/image/ab67616d0000b2739fea904da2147f323395c219","1","2","827586","","false","1","spotify:user:","1970-01-01T00:00:00Z"
